,election_year,election_type,office_name,primary_party,district_name,candidate_party,candidate_name,votes,votes_rank,incumbent,CO_ID
2441,2016,Primary,State Representative,Republican,56,Republican,phil covarrubias,5076.0,1,0.0,20155029023.0
2728,2018,Primary,State Representative,Republican,56,Republican,phil covarrubias,3526.0,2,1.0,20155029023.0
4435,2018,General,State Senate,0,13,Democratic,phil kelley,21453.0,2,0.0,20185034105.0
4469,2018,Primary,State Senate,Democratic,13,Democratic,phil kelley,7667.0,1,0.0,20185034105.0
108,2000,General,State Representative,0,43,Republican,phil rugg,8472.0,2,0.0,19990943004
266,2000,Primary,State Representative,Republican,43,Republican,phil rugg,780.0,1,0.0,19990943004
3209,2018,General,Attorney General,0,Colorado,Democratic,phil weiser,1285464.0,1,0.0,20175032081.0
3213,2018,Primary,Attorney General,Democratic,Colorado,Democratic,phil weiser,301354.0,1,0.0,20175032081.0
3215,2022,Primary,Attorney General,Democratic,Colorado,Democratic,phil weiser,504071.0,1,1.0,20175032081
3225,1994,General,Governor,0,Colorado,Green,philip hufford,16956.0,4,0.0,
703,2004,General,State Representative,0,64,Unaffiliated,phillip valdez,92.0,3,0.0,
1764,2012,General,State Representative,0,60,Democratic,pier cohen,12714.0,2,0.0,20125024793.0
1842,2012,Primary,State Representative,Democratic,60,Democratic,pier cohen,2570.0,1,0.0,20125024793.0
1427,2010,General,State Representative,0,40,Unaffiliated,pk kaiser,265.0,2,0.0,20105017065.0
332,2002,General,State Representative,0,17,Democratic,pm wynn,2776.0,2,0.0,20025610261
458,2002,Primary,State Representative,Democratic,17,Democratic,pm wynn,266.0,1,0.0,20025610261
1585,2010,Primary,State Representative,Republican,44,Republican,polly lawrence,4178.0,2,0.0,20095612218.0
1716,2012,General,State Representative,0,39,Republican,polly lawrence,28080.0,1,0.0,20115023038.0
1891,2012,Primary,State Representative,Republican,39,Republican,polly lawrence,3570.0,1,0.0,20115023038.0
2005,2014,General,State Representative,0,39,Republican,polly lawrence,26262.0,1,1.0,20115023038.0
2158,2014,Primary,State Representative,Republican,39,Republican,polly lawrence,9073.0,1,1.0,20115023038.0
2268,2016,General,State Representative,0,39,Republican,polly lawrence,33472.0,1,1.0,20115023038.0
2424,2016,Primary,State Representative,Republican,39,Republican,polly lawrence,7219.0,1,1.0,20115023038.0
4660,2018,Primary,State Treasurer,Republican,Colorado,Republican,polly lawrence,113673.0,3,1.0,20175032219.0
57,2000,General,State Representative,0,24,Republican,quinn wilhelm,8545.0,2,0.0,19980924004
242,2000,Primary,State Representative,Republican,24,Republican,quinn wilhelm,2086.0,1,0.0,19980924004
306,2002,General,State Representative,0,7,Republican,r faris,3554.0,2,0.0,20025800121
505,2002,Primary,State Representative,Republican,7,Republican,r faris,853.0,1,0.0,20025800121
1195,2008,General,State Representative,0,57,Democratic,r hagenbuch,15346.0,2,0.0,20085624499
1276,2008,Primary,State Representative,Democratic,57,Democratic,r hagenbuch,1233.0,1,0.0,20085624499
1643,2012,General,State Representative,0,14,Libertarian,r lucero,5828.0,2,0.0,
3110,2022,Primary,State Representative,Republican,17,Republican,rachel stovall,3499.0,1,0.0,20215041646
4287,2014,General,State Senate,0,19,Democratic,rachel zenzinger,29244.0,2,0.0,20135026579.0
4313,2014,Primary,State Senate,Democratic,19,Democratic,rachel zenzinger,6254.0,1,0.0,20135026579.0
4353,2016,General,State Senate,0,19,Democratic,rachel zenzinger,39070.0,1,0.0,20135026579.0
4384,2016,Primary,State Senate,Democratic,19,Democratic,rachel zenzinger,7140.0,1,0.0,20135026579.0
4518,2020,General,State Senate,0,19,Democratic,rachel zenzinger,54694.0,1,1.0,20135026579.0
4549,2020,Primary,State Senate,Democratic,19,Democratic,rachel zenzinger,27598.0,1,1.0,20135026579.0
3795,2002,General,State Senate,0,5,Democratic,rafael gallegos,16553.0,2,0.0,20025800242.0
3828,2002,Primary,State Senate,Democratic,5,Democratic,rafael gallegos,3977.0,1,0.0,20025800242.0
697,2004,General,State Representative,0,62,Democratic,rafael gallegos,15551.0,1,0.0,
764,2004,Primary,State Representative,Democratic,62,Democratic,rafael gallegos,3481.0,1,0.0,
946,2006,General,State Representative,0,62,Democratic,rafael gallegos,11379.0,1,1.0,
1019,2006,Primary,State Representative,Democratic,62,Democratic,rafael gallegos,3782.0,1,1.0,
1205,2008,General,State Representative,0,62,Write-In,rafael gallegos,241.0,3,1.0,20085633937.0
7,2000,General,State Representative,0,4,Libertarian,ralph estrada,1345.0,3,0.0,
298,2002,General,State Representative,0,4,Libertarian,ralph estrada,1147.0,3,0.0,
3247,2002,General,Governor,0,Colorado,Libertarian,ralph shnelvar,20547.0,4,0.0,20025800015.0
241,2000,Primary,State Representative,Republican,23,Republican,ramey johnson,2880.0,1,0.0,19990923004
349,2002,General,State Representative,0,23,Republican,ramey johnson,10388.0,1,0.0,20025800023.0
522,2002,Primary,State Representative,Republican,23,Republican,ramey johnson,3037.0,1,0.0,20025800023.0
615,2004,General,State Representative,0,23,Republican,ramey johnson,13384.0,2,1.0,20025800023.0
785,2004,Primary,State Representative,Republican,23,Republican,ramey johnson,4194.0,1,1.0,20025800023.0
864,2006,General,State Representative,0,23,Republican,ramey johnson,9590.0,2,1.0,20025800023.0
1039,2006,Primary,State Representative,Republican,23,Republican,ramey johnson,2034.0,1,1.0,20025800023.0
592,2004,General,State Representative,0,13,Libertarian,rand fanshier,6113.0,2,0.0,
845,2006,General,State Representative,0,13,Libertarian,rand fanshier,5178.0,2,0.0,20065632516.0
3710,2000,General,State Senate,0,17,Republican,randal custer,22655.0,2,0.0,20000817003.0
3771,2000,Primary,State Senate,Republican,17,Republican,randal custer,2610.0,1,0.0,20000817003.0
339,2002,General,State Representative,0,19,Libertarian,randall grant,695.0,3,0.0,20025614205.0
656,2004,General,State Representative,0,42,Libertarian,randall phelps,629.0,3,0.0,
4093,2010,General,State Senate,0,11,Libertarian,randall randall,1320.0,3,0.0,
4505,2020,General,State Senate,0,10,Democratic,randi mccallian,32114.0,2,0.0,20195036266.0
4544,2020,Primary,State Senate,Democratic,10,Democratic,randi mccallian,14822.0,1,0.0,20195036266.0
1196,2008,General,State Representative,0,57,Republican,randy baumgardner,19929.0,1,0.0,20075629906.0
1341,2008,Primary,State Representative,Republican,57,Republican,randy baumgardner,2319.0,1,0.0,20075629906.0
1460,2010,General,State Representative,0,57,Republican,randy baumgardner,18207.0,1,1.0,20115023044.0
1599,2010,Primary,State Representative,Republican,57,Republican,randy baumgardner,8611.0,1,1.0,20115023044.0
4169,2012,General,State Senate,0,8,Republican,randy baumgardner,34187.0,1,1.0,20115023044.0
4240,2012,Primary,State Senate,Republican,8,Republican,randy baumgardner,6809.0,1,1.0,20115023044.0
4343,2016,General,State Senate,0,8,Republican,randy baumgardner,39526.0,1,1.0,20115023044.0
4402,2016,Primary,State Senate,Republican,8,Republican,randy baumgardner,8638.0,1,1.0,20115023044.0
926,2006,General,State Representative,0,53,Democratic,randy fischer,13624.0,1,0.0,20055623420
1009,2006,Primary,State Representative,Democratic,53,Democratic,randy fischer,1711.0,1,0.0,20055623420
1188,2008,General,State Representative,0,53,Democratic,randy fischer,21949.0,1,1.0,20055623420
1273,2008,Primary,State Representative,Democratic,53,Democratic,randy fischer,1874.0,1,1.0,20055623420
1452,2010,General,State Representative,0,53,Democratic,randy fischer,13978.0,1,1.0,20055623420
1530,2010,Primary,State Representative,Democratic,53,Democratic,randy fischer,3613.0,1,1.0,20055623420
1746,2012,General,State Representative,0,53,Democratic,randy fischer,26405.0,1,1.0,20055623420
1836,2012,Primary,State Representative,Democratic,53,Democratic,randy fischer,2576.0,1,1.0,20055623420
1204,2008,General,State Representative,0,62,Republican,randy jackson,11015.0,2,0.0,20085614821.0
1345,2008,Primary,State Representative,Republican,62,Republican,randy jackson,2217.0,1,0.0,20085614821.0
1473,2010,General,State Representative,0,62,Republican,randy jackson,9324.0,2,0.0,20105018077.0
1604,2010,Primary,State Representative,Republican,62,Republican,randy jackson,4242.0,1,0.0,20105018077.0
3863,2004,General,State Senate,0,14,Republican,ray martinez,28539.0,2,0.0,
3911,2004,Primary,State Senate,Republican,14,Republican,ray martinez,8647.0,1,0.0,
3387,1990,General,State Senate,0,32,Republican,ray peterson,12885.0,1,0.0,
3402,1990,Primary,State Senate,Democratic,32,Democratic,ray peterson,4552.0,1,0.0,
3423,1992,General,State Senate,0,10,Republican,ray powers,30167.0,1,0.0,19940810001
3468,1992,Primary,State Senate,Republican,10,Republican,ray powers,4552.0,1,0.0,19940810001
3556,1996,General,State Senate,0,10,Republican,ray powers,21871.0,1,1.0,19940810001
3604,1996,Primary,State Senate,Republican,10,Republican,ray powers,6325.0,1,1.0,19940810001
422,2002,General,State Representative,0,58,Republican,ray rose,13382.0,1,0.0,20015990211
559,2002,Primary,State Representative,Republican,58,Republican,ray rose,3450.0,1,0.0,20015990211
1454,2010,General,State Representative,0,54,Republican,ray scott,26176.0,1,0.0,20095619922.0
1595,2010,Primary,State Representative,Republican,54,Republican,ray scott,6352.0,1,0.0,20095619922.0
1752,2012,General,State Representative,0,55,Republican,ray scott,22056.0,1,1.0,20125023252.0
1907,2012,Primary,State Representative,Republican,55,Republican,ray scott,6330.0,1,1.0,20125023252.0
4277,2014,General,State Senate,0,7,Republican,ray scott,39580.0,1,1.0,20135025672.0
4325,2014,Primary,State Senate,Republican,7,Republican,ray scott,13212.0,1,1.0,20135025672.0
4430,2018,General,State Senate,0,7,Republican,ray scott,42327.0,1,1.0,20135025672.0
4488,2018,Primary,State Senate,Republican,7,Republican,ray scott,14361.0,1,1.0,20135025672.0
1134,2008,General,State Representative,0,26,Republican,ray warren,12226.0,2,0.0,20085616365.0
1310,2008,Primary,State Representative,Republican,26,Republican,ray warren,3366.0,1,0.0,20085616365.0
4374,2016,General,State Senate,0,33,Republican,raymon doane,12564.0,2,0.0,20165031448.0
4417,2016,Primary,State Senate,Republican,33,Republican,raymon doane,1314.0,1,0.0,20165031448.0
1923,2014,General,State Representative,0,1,Republican,raymond garcia,8109.0,2,0.0,20145028331.0
2116,2014,Primary,State Representative,Republican,1,Republican,raymond garcia,2307.0,1,0.0,20145028331.0
2188,2016,General,State Representative,0,1,Republican,raymond garcia,11154.0,2,0.0,20145028331.0
2386,2016,Primary,State Representative,Republican,1,Republican,raymond garcia,1972.0,1,0.0,20145028331.0
2692,2018,Primary,State Representative,Republican,21,Republican,raymond garcia,2104.0,2,0.0,20185033577.0
689,2004,General,State Representative,0,58,Republican,raymond rose,25026.0,1,0.0,20015990211.0
819,2004,Primary,State Representative,Republican,58,Republican,raymond rose,4902.0,1,0.0,20015990211.0
939,2006,General,State Representative,0,58,Republican,raymond rose,16408.0,1,1.0,20015990211.0
1075,2006,Primary,State Representative,Republican,58,Republican,raymond rose,4830.0,1,1.0,20015990211.0
4438,2018,General,State Senate,0,15,Democratic,rebecca cranston,39256.0,2,0.0,20175032245.0
4470,2018,Primary,State Senate,Democratic,15,Democratic,rebecca cranston,14699.0,1,0.0,20175032245.0
3043,2022,Primary,State Representative,Democratic,17,Democratic,regina english,2387.0,1,0.0,20215040123
3448,1992,General,State Senate,0,33,Democratic,regis groff,27735.0,1,0.0,19990907002
3464,1992,Primary,State Senate,Democratic,33,Democratic,regis groff,6602.0,1,0.0,19990907002
4116,2010,General,State Senate,0,33,Democratic,renee blanchard,14.0,3,0.0,20105016952
41,2000,General,State Representative,0,18,Democratic,renee walbert,8927.0,2,0.0,20000918003
183,2000,Primary,State Representative,Democratic,18,Democratic,renee walbert,545.0,1,0.0,20000918003
882,2006,General,State Representative,0,31,Republican,rex pierce,10021.0,2,0.0,20065610591.0
1046,2006,Primary,State Representative,Republican,31,Republican,rex pierce,1667.0,1,0.0,20065610591.0
1430,2010,General,State Representative,0,42,Democratic,rhonda fields,7102.0,1,0.0,20105018461.0
1521,2010,Primary,State Representative,Democratic,42,Democratic,rhonda fields,2666.0,1,0.0,20105018461.0
1722,2012,General,State Representative,0,42,Democratic,rhonda fields,16402.0,1,1.0,20105018461.0
1827,2012,Primary,State Representative,Democratic,42,Democratic,rhonda fields,1925.0,1,1.0,20105018461.0
2011,2014,General,State Representative,0,42,Democratic,rhonda fields,10194.0,1,1.0,20105018461.0
2099,2014,Primary,State Representative,Democratic,42,Democratic,rhonda fields,2165.0,1,1.0,20105018461.0
4368,2016,General,State Senate,0,29,Democratic,rhonda fields,30998.0,1,1.0,20155028864.0
4391,2016,Primary,State Senate,Democratic,29,Democratic,rhonda fields,5418.0,1,1.0,20155028864.0
4533,2020,General,State Senate,0,29,Democratic,rhonda fields,45828.0,1,1.0,20155028864.0
4557,2020,Primary,State Senate,Democratic,29,Democratic,rhonda fields,20226.0,1,1.0,20155028864.0
3314,1998,General,Secretary of State,0,Colorado,Democratic,ric bainter,562409.0,2,0.0,19970300004
3318,1998,Primary,Secretary of State,Democratic,Colorado,Democratic,ric bainter,109654.0,1,0.0,19970300004
929,2006,General,State Representative,0,54,Democratic,richard alward,10532.0,2,0.0,20065622805.0
1010,2006,Primary,State Representative,Democratic,54,Democratic,richard alward,1592.0,1,0.0,20065622805.0
4262,2013,Recall,State Senate,0,3,Democratic,richard anglund,162.0,2,0.0,
4097,2010,General,State Senate,0,15,Democratic,richard ball,27135.0,2,0.0,20095615277.0
4129,2010,Primary,State Senate,Democratic,15,Democratic,richard ball,5222.0,1,0.0,20095615277.0
2541,2018,General,State Representative,0,40,Republican,richard bassett,12146.0,2,0.0,20185034027.0
2712,2018,Primary,State Representative,Republican,40,Republican,richard bassett,4641.0,1,0.0,20185034027.0
2833,2020,General,State Representative,0,40,Republican,richard bassett,15807.0,2,0.0,20185034027.0
2995,2020,Primary,State Representative,Republican,40,Republican,richard bassett,5928.0,1,0.0,20185034027.0
12,2000,General,State Representative,0,6,Libertarian,richard blair,675.0,3,0.0,
1999,2014,General,State Representative,0,36,Republican,richard bowman,11213.0,2,0.0,20145028187.0
2154,2014,Primary,State Representative,Republican,36,Republican,richard bowman,2842.0,1,0.0,20145028187.0
2262,2016,General,State Representative,0,36,Republican,richard bowman,15708.0,2,0.0,20145028187.0
2420,2016,Primary,State Representative,Republican,36,Republican,richard bowman,2537.0,1,0.0,20145028187.0
2532,2018,General,State Representative,0,36,Republican,richard bowman,12140.0,2,0.0,20145028187.0
2708,2018,Primary,State Representative,Republican,36,Republican,richard bowman,4104.0,1,0.0,20145028187.0
2827,2020,General,State Representative,0,38,Republican,richard champion,25191.0,2,0.0,20205038046.0
2993,2020,Primary,State Representative,Republican,38,Republican,richard champion,10064.0,1,0.0,20205038046.0
3821,2002,General,State Senate,0,32,Libertarian,richard combs,6646.0,2,0.0,
3487,1994,General,State Senate,0,2,Republican,richard decker,14910.0,2,0.0,19940802002
3534,1994,Primary,State Senate,Republican,2,Republican,richard decker,4757.0,1,0.0,19940802002
46,2000,General,State Representative,0,19,Republican,richard decker,13661.0,1,0.0,19990919001.0
236,2000,Primary,State Representative,Republican,19,Republican,richard decker,2431.0,1,0.0,19990919001.0
340,2002,General,State Representative,0,19,Republican,richard decker,9948.0,1,1.0,19990919001.0
518,2002,Primary,State Representative,Republican,19,Republican,richard decker,1545.0,1,1.0,19990919001.0
606,2004,General,State Representative,0,19,Republican,richard decker,20673.0,1,1.0,19990919001.0
781,2004,Primary,State Representative,Republican,19,Republican,richard decker,4273.0,1,1.0,19990919001.0
1112,2008,General,State Representative,0,16,Democratic,richard flores,11131.0,2,0.0,20085620943.0
1232,2008,Primary,State Representative,Democratic,16,Democratic,richard flores,1530.0,1,0.0,20085620943.0
2886,2020,General,State Representative,0,64,Republican,richard holtorf,31908.0,1,0.0,20205037911.0
3023,2020,Primary,State Representative,Republican,64,Republican,richard holtorf,13419.0,1,0.0,20205037911.0
3169,2022,Primary,State Representative,Republican,63,Republican,richard holtorf,11895.0,1,1.0,20225043280
3416,1990,Primary,State Senate,Republican,29,Republican,richard mutzebaugh,8602.0,1,0.0,
3510,1994,General,State Senate,0,30,Republican,richard mutzebaugh,27499.0,1,0.0,19940830002
3548,1994,Primary,State Senate,Republican,30,Republican,richard mutzebaugh,5114.0,1,0.0,19940830002
2267,2016,General,State Representative,0,39,Democratic,richard opler,13478.0,2,0.0,20165031261.0
2361,2016,Primary,State Representative,Democratic,39,Democratic,richard opler,2210.0,1,0.0,20165031261.0
91,2000,General,State Representative,0,38,Libertarian,richard roeder,4673.0,2,0.0,
